Lat,Lon,Title,Alert ID,Publication date,Reporting date,State,District,News,Animal,Cases,Deaths,Week,Year,Title1,News Source,Link,Publication Language,
17.7138983,80.0413425,Mahabubabad Telangana,5357,27-06-2019,27-06-2019,Telangana,Mahabubabad,"As many as 12 students fell ill after consuming rice served during mid-day meal at anganwadi centre in Kesamudram mandal in Mahabubabad district. The students were rushed to area hospital after a teacher noticed a dead lizard in the rice bowl. The students of adjacent government primary school also had the same meal. Though none of the students showed immediate signs of food poisoning, some complained of nausea after a while. Doctors said all the students are out of danger.",Lizard,12,0,26,2019,Mahabubabad Telangana,Times of India,https://timesofindia.indiatimes.com/city/hyderabad/lizard-in-mid-day-meal-12-kids-fall-ill/articleshow/69965635.cms,English ,
11.2450558,75.7754716,Kozhikode Kerala,5358,27-06-2019,28-06-2019,Kerala,Kozhikode,"The presence of Shigella bacteria was found in the meal served in Keezhpayoor West LP School which had resulted in a food poisoning incident. Following this the district administration has issued strict instructions. However, one week into the incident, the source of the deadly bacteria hasn t been identified. The source can be confirmed only after the test results from the Regional Analytical Lab is obtained. Now the test result of only water is obtained. The presence of coliform bacteria was found in it, but there were no E. coli bacteria. Hence the source can be found only after obtaining complete test results, said DMO Dr V Jayasree. In the wake of this, the district disaster management met under deputy collector Shamin Sebastian and instructed the school authorities. The responsibility of meals in school vests with the midday meal committee. PTA president, school HM, ward member, two teachers and student representative are included in the committee. The nodal officer among the teacher will be resle for the meal distribution. All norms are to be followed. The quality of the water, utensils, rice, vegetables and other edible items are to be ensured. All the cereals and vegetables are to be properly cleaned.",,,0,26,2019,Kozhikode Kerala,Mathrubhumi,https://english.mathrubhumi.com/news/kerala/suspected-food-poisoning-in-kozhikode-school-shigella-bacteria-found-in-meal-1.3908129,English ,
29.4060489,78.4808784,Bijnor Uttar Pradesh,4578,26-03-2018,27-03-2018,Uttar Pradesh,Bijnor,"As many as 50 students of Faiz-ul Quran Madrassa in Bijnor s Nagina town were taken ill on Monday after a lizard was found in the midday meal they had consumed. As many as 27 of them were rushed to a local hospital as it was suspected that they were suffering from food poisoning. Sources said some 50 students of madrassa were served midday meal and were eating it when teachers spotted a lizard in one of the food vessels. They immediately stopped serving. Soon those who had eaten the meal started vomiting. As the condition of 27 of them deteriorated, they were rushed to a hospital here. A case has been registered against the midday meal supplier and two others under relevant sections of the IPC. According to officials, there are around six madrassas in Nagina which avail government schemes. The Faiz-ul Quran Madrassa with 268 students on its rolls from Class I to V is also covered under the midday s",Lizard,50,0,13,2018,Bijnor Uttar Pradesh,Times of India,https://timesofindia.indiatimes.com/city/meerut/50-madrassa-students-fall-ill-after-lizard-found-in-midday-meal/articleshow/63471533.cms,English ,
19.6808639,72.8253734,Palghar Maharashtra,3299,26-02-2016,26-02-2016,Maharashtra,Palghar,"For A 60-bed sub-district hospital in Kasa in the newly formed Palghar district, it was a panic alarm Thursday evening with 247 children being rushed in with symptoms of food poisoning. The children reportedly fell sick after consuming mid-day meal at a zila parishad school in Kasa Budruk village. The khichdi served to the students was prepared by the International Society for Krishna Consciousness (ISKCON), which also supplies mid-day meal to various government schools in Mumbai. While many of the children were treated on out-patient department basis and discharged, 104 students had to be admitted, with two children sharing one bed and a few accommodated on mattresses on the ward floors. According to Dr Pradeep Narayan Dhodi, the medical officer on duty at the Kasa sub-district hospital, the condition of all 104 had stablised by night. They will be kept under observation, he said. Soon after consuming the khichdi in the afternoon, officials said, the students started complaining of vomiting nausea and abdominal pain.",,247,0,9,2016,Palghar Maharashtra,The Indian Express,http://indianexpress.com/article/india/india-news-india/palghar-247-children-fall-ill-after-eating-mid-day-meal-prepared-by-iskcon/,English ,
20.8415619,84.3213321,Boudh Odisha,5592,25-10-2019,28-10-2019,Odisha,Boudh,"As many as 50 students of a school in Kantamala block of the district were taken ill after consuming mid-day meal today.The incident occurred at the Government-run Lokapada primary school in Boudh district. Reportedly, students complained of stomach pain and vomiting after consuming the food. They were rushed to Manamunda Community Health Centre (CHC) for primary treatment. ",,50,0,43,2019,Boudh Odisha,m.dailyhunt.in,https://m.dailyhunt.in/news/india/english/odisha+sun+times-epaper-osuntime/50+students+fall+ill+after+mid+day+meal+consumption+in+odisha-newsid-143977656,English ,
21.75,86.5,2017,4384,25-10-2017,26-10-2017,Odisha,Mayurbhanj,"As many as 22 students of Brahmanamara Ashram School under Morada block of Mayurbhanj district fell ill allegedly after consuming mid-day meals at the school here on Tuesday. According to sources, the students had Upma in their breakfast  in lunch they were provided rice, dal, mix-vegetable and Soya bean curry and later they had watered rice and fried vegetables. However, it was soon after they consumed their meal at the school, they complained of stomach pain accompanied by vomiting and loose motion. The affected students were immediately rushed to Morada Hospital here and later shifted to Baripada hospital. While 20 of them are out of danger, the health condition of two students is still stated to be critical, sources added.",,22,0,43,2017,Mayurbhanj Odisha,Odisha TV,http://odishatv.in/odisha/body-slider/students-fall-ill-after-eating-mid-day-meal-in-school-250665/,English,
28.6517178,77.2219388,30,4764,25-07-2018,25-07-2018,Delhi,Delhi,"no arrests Thirteen children and a helper were hospitalised after they allegedly consumed the midday meal at an anganwadi in Dwarka s Uttam Nagar, the police said on Tuesday. The police were informed around noon that 13 children and a woman had fallen ill right after consuming rice and boiled gram as part of their midday meal at anganwadi number 27 in Hastsal Vihar, said Deputy Commissioner of Police (Dwarka) Anto Alphonse. After the police reached the spot, the children and helper Rama, who has been working as a helper at the anganwadi for the last five to six months, told them that they had vomited and fainted after the meal. They were all rushed to Deen Dayal Upadhyay Hospital where they are undergoing treatment,",,13,0,30,2018,Delhi,The Hindu ,"The Hindu
English Newspaper
25th July, 2018/Page No. 21",The Hindu ,
21.9671264,82.6647242,Janjgir-Champa Chhattisgarh,3674,24-09-2016,26-09-2016,Chhattisgarh,Janjgir-Champa,"At least 21 students of a government-run primary school fell ill after consuming a mid-day meal in Chhattisgarh. The incident took place at a village in the state s Janjgir-Champa district, the police said. The incident comes under the Pamgarh police station limits, and a senior police official from there says that reportedly the mid-day meal included fungus-infected pickles. This led the students to fall sick and suffer from vomiting and nausea after eating the meal. This unfit meal was served to the students of a school in Pendri village. Noticing that the children were not feeling well, the school teachers immediately rushed them to the local community health centre in Pamgarh. The senior police official said that their condition had been reported to be normal. On the face of it, the fungus-infected pickles which were served along with the mid-day meal seem to be the reason behind making the children sick. However, an official said that a probe will also be carried out in order to reach the root ca the incident. Investigation has begun already and further action will be taken based on its findings.",,21,0,39,2016,Janjgir-Champa Chhattisgarh,huntnews.in,http://huntnews.in/p/detail/2140341797570216?xlang=en&uc_param_str=dnfrpfbivesscpgimibtbmntnijblauputoggdnw&pos=1474663540489&channel=india&chncat=category_english,English ,
23,71.75,Pancmahal Gujarat,4454,23-12-2017,26-12-2017,Gujarat,Pancmahal,Nine children studying at a primary school in Godhra taluka of the Pancmahal district were admitted to the Godhra civil hospital on Friday with symptoms of food poisoning. The children are believed to have taken ill due to food consumed as part of the mid-day meal scheme at the school. he children from the Thanagarjan village complained of diarrhoea and vomiting on Friday. While some were treated a private clinics some others were brought to the Godhra civil hospital. Nine of the children were admitted to the hospital for treatment. t is believed that rice and lentil curry that the children consumed on Wednesday led to the incident. Officials of the Panchmahal district administration rushed to the school in wake of the development. They recorded the statements of the parents of the children.,,9,0,51,2017,Pancmahal Gujarat,Times of India,https://timesofindia.indiatimes.com/city/vadodara/nine-school-kids-fall-ill-after-eating-mid-day-meal/articleshow/62214642.cms,English ,
24.9785727,121.5822385,North Goa district Goa,3935,23-03-2017,23-03-2017,Goa,North Goa,"At least sixteen students of a primary school at Porvorim near Panaji took ill today due to suspected food poisoning after eating their mid-day meal. While five of them remained admitted at the Goa Medical College and Hospital (GMCH), the rest were discharged after they were treated at a Public Health Centre, a senior Education department official told PTI.The condition of the five students is stable now. The students started vomiting soon after having the meal at the government-run primary school, he said. Meanwhile, the State Education Director, Gajanan Bhat said his department has initiated inquiry into the incident. Director of the Department of Food and Drugs Administration (FDA) Salim Velji said samples of food were being collected, and they would soon be sent for analysis.He said FDA has asked the self-help group (SHG), providing mid-day meal to the school, to stop their services till further order.",,16,0,12,2017,North Goa district Goa,NDTV,http://www.ndtv.com/goa-news/16-students-fall-sick-after-eating-mid-day-meal-at-panjim-school-1672435,English ,
26.4691,74.639,Ajmer Rajasthan,5793,23-02-2020,24-02-2020,Rajasthan,Ajmer,"Seventeen students of a government school were hospitalised in Ajmer after consuming milk served during the mid-day meal on Saturday. The students from Arjun Pura Khalsa School were hospitalised after they complained of nausea, diarrhea, vomiting and stomach cramps. The children's condition is stable now. Speaking to ANI, KK Seni, Chief Medical Health Officer (CMHO) said, ",,17,0,9,2020,Ajmer Rajasthan,aninews.in,https://www.aninews.in/news/national/general-news/students-hold-india-us-flags-to-welcome-president-trump-in-ahmedabad20200224103529,English ,
18.316551,78.0539381,Kamareddy Telangana,6378,22-10-2021,22-10-2021,Telangana,Kamareddy,As many as 30 students fell ill after consuming lunch served at school in Banswada Mandal in Kamareddy district of Telangana on Thursday. The lunch was served to the students under the mid-day meal scheme. The students were shifted to the area hospital.,,30,0,43,2021,Kamareddy Telangana,Uni India,http://www.uniindia.com/30-school-students-fall-ill-after-eating-lunch-in-telangana/south/news/2540529.html,English ,
18.521428,73.8544541,Pune Maharashtra,5473,22-08-2019,22-08-2019,Maharashtra,Pune,"Students of Rambhau Mhalgi secondary school, and their principal, complained of nausea and stomach ache after eating a typical meal of khichdi prepared by a self-help group that was awarded a contract for providing meals by the school. As many as 22 students and the principal of Rambhau Mhalgi secondary school in Katraj fell ill in a case of suspected food poisoning after consuming a mid-day meal on Wednesday. According to the Bharati Vidyapeeth police station officials, the students and their principal complained of nausea and stomach ache after eating a typical meal of khichdi prepared by a self-help group (SHG) that was awarded a contract for providing meals by the school. All students were rushed to the nearby Bharati Hospital, where authorities said that four students have been admitted while the rest were discharged after a while.",,22,0,34,2019,Pune Maharashtra,The Hindu ,"English Newspaper 22th August, 2019/Page No. 07",English,
23.8339621,80.392456,Katni Madhya Pradesh,3534,22-07-2016,25-07-2016,Madhya Pradesh,Katni,"More than 30 students of a government primary school in Katni district of Madhya Pradesh were taken ill after consuming mid-day meal on Friday. The lunch was reportedly prepared by school teachers. Chief minister Shivraj Singh Chouhan and his government is already facing criticism over poor quality of relief material delivered to families during the recent flood situation in the state. he children at Katni's Bohriband tehsil had their meals around 12.30 pm and complained of dizziness before throwing up around 1 pm.They were taken to a government hospital where they were administered medicines, 25 of them were discharged later while five are said to be in a critical condition. arlier at least 41 children were taken ill, 11 critically, in February after consuming eatables under midday meal programme at a primary school in Betul district. They were referred to public health centre (PHC) in district's Atner area while the critical ones to the emergency ward of district hospital.More than 50 students had consumed the midday meal. Soon, 41 students developed diarrheal symptoms and began vomiting, said a government officer. Some of them fell unconscious. The matter was reported to police.",,30,0,30,2016,Katni Madhya Pradesh,Times of India,http://timesofindia.indiatimes.com/city/bhopal/30-children-fall-ill-after-mid-day-meal-in-Madhya-Pradesh/articleshow/53336674.cms,English ,
21.3477634,83.657683,Bargarh Odisha,4130,22-06-2017,23-06-2017,Odisha,Bargarh,"Over 50 students of a government-run upper primary school in Odisha s district headquarters town of Bargarh fell ill after taking midday meals today. ccording to reports, over 50 students of Harijan Pada Upper Primary School in Ward no.5 in Bargarh municipal area complained of headache, stomach pain and dyspepsia after taking midday meals at the school. t was found that a gecko had fallen in the daal which was being served to the school kids in their midday meals, reports added. he students, who were rushed to the district headquarters hospital, were released after their condition stabilized on being provided with necessary medical care, reports further",Lizard,50,0,25,2017,Bargarh Odisha,Odisha Sun Times,http://odishasuntimes.com/gecko-in-midday-meal-50-school-kids-hospitalized-in-odisha/,English ,
11.7564329,79.7634644,Cuddalore Tamil Nadu,6316,21-09-2021,21-09-2021,Tamil Nadu,Cuddalore,"At least 17 children were admitted to a hospital in Tamil Nadu's Cuddalore district on Monday after they consumed a mid-day meal at an anganwadi. Children who ate food at an anganwadi in Poodhangati village began to vomit and faint. They were rushed to the Cuddalore Government Hospital. arents also alleged that there was a dead lizard in the food which turned it poisonous. istrict Collector K Balasubramaniam reached the hospital and spoke to the parents. Two children had to be given drips while others were out of danger, he said. Food safety officers and other officials are conducting an investigation based on which action would be taken against those responsible,",Lizard,17,0,39,2021,Cuddalore Tamil Nadu,India Today,https://www.indiatoday.in/india/story/tamil-nadu-cuddalore-children-fall-ill-mid-day-meal-1855072-2021-09-21,English ,
21.0633288,86.5053731,Bhadrak Odisha,5475,21-08-2019,22-08-2019,Odisha,Bhadrak,"At least three students, including two girls of Bhadrak Zilla School were taken ill allegedly after drinking contaminated water in the school yesterday. Sources said three Class 7 students drank water after consuming Mid-Day Meal (MDM) in the school yesterday. Soon after, they complained of uneasiness. Their condition further worsened when they reached their house last evening. Later, the three kids were immediately rushed to a nearby hospital. However, their health condition was stated to be stable following first aid.",,3,0,34,2019,Bhadrak Odisha,m.dailyhunt.in,https://m.dailyhunt.in/news/india/english/odisha+sun+times-epaper-osuntime/3+students+fall+sick+after+drinking+contaminated+water+in+bhadrak+school-newsid-131890106,English ,
23.8339621,80.392456,Katni Madhya Pradesh,4058,21-05-2017,22-05-2017,Madhya Pradesh,Katni,"Eight children fell ill after a lizard was found in meal served at an anganwadi centre in Katni district on Saturday morning.The incident took place at the anganwadi centre located in Gudeha village under Vijayraghavgarh tehsil. wo-year-old Devraj, son of Devesh Singh Raghuvansi, was the first child to consume the midday meal. Later some other children also consumed meals, before it was discovered that there was a lizard in the food that was being served. anic gripped the children and villagers as soon as the news spread. Anganwadi workers informed their seniors about the incident and subsequently Katni district collector Vishesh Gadhpale was informed.Taking swift action Gadhpale ordered all the tehsil staffers to ensure that all the children are immediately rushed to hospital for treatment. .",Lizard,8,0,21,2017,Katni Madhya Pradesh,Times of India,http://timesofindia.indiatimes.com/city/bhopal/lizard-found-in-midday-meal-8-children-fall-ill/articleshow/58769257.cms,English ,
15.3484144,76.1547421,Koppal Karnataka,5163,21-02-2019,22-02-2019,Karnataka,Koppal,"Aleast 40 students between class 1 and 8 of a government school were taken ill allegedly after consuming food under midday meal programme at Bevoor village in Karnataka s Koppal district on Thursday. The students were immediately shifted to the Koppal district hospital after many of them started vomiting. However, all the students of the Bevoor Primary and Middle School are now out of danger and responding well to treatment, District Surgeon Dr Daanareddy told repor",Lizard,40,0,8,2019,Koppal Karnataka,newsnation.in,https://www.newsnation.in/india-news/dead-lizard-found-in-midday-meal-at-karnataka-government-school-40-fall-ill-article-214835.html,English ,
13.4274405,77.7321433,Chikballapur Karnataka,3266,21-01-2016,21-01-2016,Karnataka,Chikballapur,"Seventy students of the Government Primary School fell ill after having midday meal and were admitted to the government hospital on Wednesday. The incident was reported in Channarayapalli village of Bagepalli taluk. Teachers and parents blamed the unhygienic food served to the students for the incident. Fifty students were discharged in the evening and a few students are under observation. According to sources, on Wednesday, curd rice was given as midday meal to students. Immediately after consuming the food, some students suffered stomach ache and started vomiting. The teachers shifted them to the Bagepalli government hospital.",,70,0,4,2016,Chikballapur Karnataka,India Everyday,http://karnataka.indiaeveryday.in/fullnews-70-students-fall-ill-in-cballapur-1158-1629784.htm,English ,
15.14575,76.91751,Bagalkot Ballari Karnataka,5080,20-12-2018,21-12-2018,Karnataka,Bagalkot & Ballari,"In two separate incidents, more than 50 students of government schools fell ill after consuming the mid-day meals in which a dead lizard was found, on Thursday. But all children were out of danger, it is said. In both the cases, the teachers, with the help of villagers, provided treatment and all children are recuperating in Ballari VIMS and Hunagunda government hospitals. agalkot otal 12 children fell sick after consuming the mid-day meals at Chikkamagi government school in Hunagunda taluk of Bagalkot district and suddenly, all the children were given treatment. Now, the children are safe, it is said. The school has total 156 children from 1st to 8th standard. When the mid-day meal was served, the dead lizard was found in the plate of one of the student Hanumanta of 6th Standard. The student brought this to the notice of the teachers. By this time, around ten students have completed their lunch. When the students came to know about it, they tried to vomit and started feeling uneasiness. Suddenly, they were rushed to Kamatagi primary health centre where they were given first aid. District Medical officer, ZP president Veena Kashappanavar, CEO and other senior officers of",Lizard,50,0,51,2018,Bagalkot Ballari Karnataka,english.varthabharati.in,http://english.varthabharati.in/karnataka/more-than-50-children-fall-sick-as-lizard-found-in-mid-day-meals,English ,
15.8572666,74.5069343,Belagavi Karnataka,4695,20-06-2018,21-06-2018,Karnataka,Belagavi,"About 34 students suffered from stomach pain after eating midday meals at the government higher primary school at Laknayakankop village in Ramdurg taluk on Wednesday. All were rushed to the Ramdurg Taluk Hospital and are said to be out of danger. The students were provided food cooked in the kitchen in the school premises. Headmaster Siddappa Dodamani said two of the students who fell ill were already not feeling well when they came to school. All students consumed the food at 1.30pm and nothing happened to any kid. But when these two students vomited around 4.30pm, 32 other kids too started complaining about stomach pain due to phobia and started crying. We immediately took them to the taluk hospital for treatment, he said. However parents have alleged that quality food is not being prepared at the school and urged that the cooks at the school be replaced. Block education officer Hanamantgouda Miraji said, Everyday they prepare rice and sambar but on Wednesday they had prepared pulminary probe, we",,34,0,25,2018,Belagavi Karnataka,Times of India,https://timesofindia.indiatimes.com/city/hubballi/34-children-fall-ill-after-having-midday-meals/articleshow/64671514.cms,English ,
25.5609003,87.6476535,Katihar Bihar,4743,19-07-2018,19-07-2018,Bihar,Katihar,"At least 24 children fell ill reportedly after eating midday meal at the Government Primary School in Katihar s Barmasiya village on Wednesday. atihar s district education officer Dinesh Chandra Dev told this reporter over the phone that the children complained of uneasiness and abdominal pain after the meal. They were rushed to the primary health centre nearby and later referred to the Katihar sadar hospital. ev said all the children were stable and would soon be discharge from the hospital. The sample of the food will be sent for forensic test. Officials visited the schools and hospital and talked to the schoolteachers and parents, he said, adding there were unconfirmed reports that a dead lizard was found in the rice served to the children. atihar s district programme officer (midday meal) S N Rajak said the same food was sent to all middle and primary schools in the area by a non-government organisation. Children of no other school, however, made an was unlikely that the food was contaminated.",Lizard,24,0,29,2018,Katihar Bihar,Times of India,https://timesofindia.indiatimes.com/city/patna/24-kids-fall-ill-after-eating-midday-meal/articleshowprint/65044409.cms,English ,
15.4540505,75.0066516,Dharwad Karnataka,3527,19-07-2016,20-07-2016,Karnataka,Dharwad,"As many as 17 students of government primary school in Shishvinalli village of Navalgund taluk were admitted to a hospital on Monday after they complained of stomach pain. deputy Director of Public Instruction Gangappa said that four girls complained of pain in the stomach initially and were taken to a doctor. Later, more students came with similar complaints and they too were rushed to the doctors and provided treatment. Doctors ruled out possibilities of food poisoning and said that the children must have developed pain after they ate something from outside or at home. There were no possibilities of any problem in the midday meal as the meal was served to 260 students and only a few complained of pain, Mr. Gangappa added.",,17,0,30,2016,Dharwad Karnataka,The Hindu,http://www.thehindu.com/news/national/karnataka/17-students-taken-ill-in-navalgund-taluk/article8868189.ece?css=print,English ,
27.8838461,78.63489,Kasganj Uttar Pradesh,3585,18-08-2016,18-08-2016,Uttar Pradesh,Kasganj,"As many as ten students of government primary school in Kasganj district fell ill after consuming adulterated milk during midday meal hours. The incident took place in Ashokpur village of Patiyali area on Wednesday afternoon, after which a team of local community health center doctors rushed to the school. According to sources, after the students consumed the milk during their midday meal, many of them complained of stomach ache and started vomiting. The local health centre was immediately contacted for help following this. ource claimed that the eastern part of Kasganj district such as Patiyali, Sahawar, etc, are notorious for synthetic/adulterated milk and other food items. The milk supplied to midday meal was bought from open market. There are high chances that milk served to students was adulterated.Speaking to TOI, basic shiksha adhikari of Kasganj, Geeta Verma, said, ",,10,0,34,2016,Kasganj Uttar Pradesh,Times of India,http://timesofindia.indiatimes.com/city/agra/Ten-schoolstudents-fall-ill-after-consuming-adulterated-milk-in-Kasganj-district/articleshow/53739693.cms,English ,
