Lat,Lon,Title,Alert ID,Publication date,Reporting date,Headline,"Action By CSU, IDSP–NCDC",Reporting delay,News article,News Source,Link,Publication Language,Week,Year
16.6371376,81.5890967,West Godavari Andhra Pradesh,4544,01 March 2018,01-03-2018,Unknown disease claims 14 cattle in West Godavari of Andhra Pradesh,"Information communicated to DSU- West Godavari, SSU-Andhra Pradesh",0,"Outbreak of an unknown disease at Kothapalli village in Lingapalem mandal of West Godavari district has claimed 14 cattle over the past three days, creating panic among the local farmers. A team consisting of Joint Director of Animal Husbandry Vijaya Mohan, Deputy Director Govindu reached Kothapalli village on Wednesday evening and examined the cattle. The team is on the job to contain the cattle disease. The cattle was initially rushed to a veterinary hospital at Lingapalem and later to a veterinary hospital in Gannavaram. Veterinary officials said the whole of the cattle population would be covered under the vaccination drive and were hopeful that the disease would be contained. The disease is yet to be diagnosed. Blood samples of infected cattle would be sent to Veterinary Health Research Centre at Gannavaram in Krishna district. Mass vaccination drive has been undertaken and veterinary surgeons are keeping close watch on the situation.",The New Indian Express,http://www.newindianexpress.com/states/andhra-pradesh/2018/mar/01/unknown-disease-claims-14-cattle-in-west-godavari-of-andhra-pradesh-1780336.html,English ,9,2018
26.8700325,88.3608759,Darjeeling West Bengal,4598,09 April 2018,09-04-2018,Around 50 black kites die mysteriously in 24 hours in Bengal’s Siliguri,"Information communicated to DSU-Darjeeling, SSU-West Bengal",0,"Around 50 black kites died in less than 24 hours in Siliguri, raising alarm among residents of this north Bengal city which also tops the list among Indian cities with most polluted air. Wildlife experts and veterinary doctors suspect food poisoning may be the cause of death because these birds are scavengers. Viscera samples have been sent to Kolkata for tests. West Bengal state tourism minister Goutam Deb visited a few places where the kites died. Residents of the Children’s Park area in ward 12 of Siliguri Municipal Corporation (SMC) first spotted the dead birds on Friday evening. Till Saturday afternoon, 49 dead kites were found in College Para, Tikia Para, the district court campus and bungalows of the sub-divisional officer and judges posted in Siliguri.",Hindustan Times ,"English Newspaper 09th April, 2018/Page No. 10",English ,15,2018
18.3583543,81.8982375,Malkangiri Odisha,5569,14 October 2019,14-10-2019,Unknown disease grips village in district Malkangiri- Odisha,"Information communicated to DSU-Malkangiri, SSU-Odisha",0,"A 16-year-old boy died while seven persons were affected by an unknown disease at MV-75 village in this block of Malkangiri district, a report said Sunday. The villagers are in a state of panic as the disease has been spreading over the last few weeks. The deceased was identified as Sudipta Nandi, son of Shankar Nandi. Sudipta died last Monday. Family members initially admitted him to the Kalimela health centre but had to shift him to the district headquarters hospital in Malkangiri after his condition showed no signs of improvement. However, it was too late and he was pronounced dead by doctors on arrival. The affected persons were identified as Raju Mistri, Anjana Mandal, Debaraj Sikdar, Kabita Mandal, Malati Mandal, Usha Biswas and Anjali Biswas. Their families, instead of giving them medical attention, are seeking the help of traditional healers. This has only aggravated the problem and led to the spread of the disease in the village. A symptom of the disease is a burning sensation in different body parts. The reason behind the spread of the disease is yet to be established as no medical team has visited the village. The district administration too was unaware of the situation. Some claim that the disease is spreading through mosquitoes while others said a particular virus is its carrier.",Orissa Post,https://www.orissapost.com/unknown-disease-grips-village-in-malkangiri/,English ,42,2019
29.080641,75.7887541,Hisar Haryana,5937,22 July 2020,22-07-2020,"Mysterious disease claims lives of 22 buffaloes in Hisar district, Haryana","Information communicated to DSU-Hisar, SSU-Haryana",0,"T D As many as 22 buffaloes have died of an unknown disease at a dairy farm in Hisar’s Nangthala village since Saturday.Dairy owner, Ranbir alias Bhola of Nangthala, said first a cow succumbed to the disease on Friday and two buffaloes died the next day. “The unknown disease has claimed 22 of my buffaloes so far. I have 110 milk producing animals and have been running this dairy for the past 30 years. I have suffered a loss of nearly Rs 30 lakh. he government should help me,” he said.A team of eight doctors from Hisar’s Lala Lajpat Rai University of Veterinary & Animal Sciences reached the dairy farm and collected samples of dead buffaloes. r Rajesh Khurana, a member of the team, said they had collected the dead buffaloes’ samples and a report will be announced in three days. “It is very unfortunate and surprising that a large number of buffaloes died due to an unknown disease. We are inspecting the fodder and water given to these animals. We have appraised senior officials of the death of the buffaloes”, he added. Last year, over 100 animals also died in Charkhi Dadri’s Mehda village due to an unknown disease.",Hindustan Times,https://www.hindustantimes.com/cities/mysterious-disease-claims-lives-of-22-buffaloes-in-hisar/story-opi9mKSnol4wDIWjhFRX2I.html,English ,30,2020
18.3583543,81.8982375,Malkangiri Odisha,5959,14 September 2020,14-09-2020,Unknown disease stalks Malkangiri district-Odisha  toll 13,"Information communicated to DSU- Malkangiri, SSU-Odisha",0,"A mysterious disease has reared its ugly head again in a tribal village of Malkangiri district, a report said. The unknown disease has claimed lives of 13 people within a month at Sodiguda village under Mathili block, even as panic gripped tribal pocket. Villagers say, the disease starts with swelling of the body then the patient loses appetite. S/he gets weaker by the day and dies within a week. The village has lost 13 lives in a month. Among the victims were Baman Madhi, Adma Sodhi, Midia Sodhi, Jasa Madhi, Laxmi Kabasi, Irma Kabasi and Mangala Madkami. Two children like Sanmati Madhi and Padma Madhi have lost their lives to the mysterious disease too. As locals of this remote village lack consciousness, they swear by local quacks instead of doctors. Affected people have reposed faith in sorcerers or traditional healers. Some villagers pointed out that the village headman advises patients to seek",Orissa Post, https://www.orissapost.com/unknown-disease-stalks-malkangir-toll-13/,English ,38,2020
17.6868,83.2185,Visakhapatnam Andhra Pradesh,5964,18 September 2020,18-09-2020,"Unknown disease claims five deaths in district Visakhapatnam, Andhra Pradesh","Information communicated to DSU-Visakhapatnam, SSU-Andhra Pradesh",0,"Five deaths have been reported from the tribal village of Karakavalasa, under Rompilli panchayat in Ananthagiri mandal of Visakhapatnam district, in the last few days. An unknown disease is said to have caused the deaths.At least four others from the same village, with symptoms like high fever, stomach pain, and swollen hands and legs are being treated at Gajapatinagaram government hospital in Vizianagaram. Six people have been shifted to King George Hospital in Vizag. While five-year-old Padma and K Sitayya (45) died in the first week of September, J Errayya (20) died on September 8 and K Ademma (40) passed away on September 12. Another villager, 38-year-old K Bucchaiah, died on Wednesday. All of them were showing the same symptoms.Health authorities also conducted a medical camp in the village on September 14, but there’s no clarity on the disease. KGH superintendent P V Sudhakar told TOI that they have kept the six villagers, who were admitted to the hospital on Thursday, under observation.",Times of India,https://timesofindia.indiatimes.com/city/visakhapatnam/unknown-disease-claims-five-in-andhra-tribal-village/articleshow/78176179.cms,English ,38,2020
18.3583543,81.8982375,Malkangiri Odisha,6072,05 February 2021,05-02-2021,Eight kids fall ill after consuming unknown fruit in Odisha's Malkangiri,"Information communicated to DSU-Malkangiri, SSU-Odisha",0,"As many as eight children of an anganwadi centre at Mansuguda village in Malkangiri block fell ill reportedly after consuming an unknown fruit on Wednesday. The children went to the centre in the morning and as the in-charge did not take any indoor class, they went outside. While roaming around some of them consumed a fruit. As soon as they reached home, eight of them including six girls, started vomiting and were rushed to the district headquarters hospital (DHH) where they are undergoing treatment. After the parents came to know that the kids had consumed an unknown fruit, they came down on the anganwadi workers and alleged no proper arrangements were made at the centre before it was reopened. The locals blamed the ICDS and block officials for not adhering to standard operating procedure pertaining to Covid-19. The situation could have been averted had the centre in-charge conducted the pre-school class for the children, they said.",The Indian Express ,"English Newspaper 05th February, 2021/Page No. 0",English,5,2021
14.5203896,75.7223521,Karnataka,6323,23 September 2021,23-09-2021,"Mysterious fever among children in Karnataka. Don’t panic, say doctors","Information communicated to DSU - , SSU - Karnataka",0,"Doctors in Karnataka are seeing an increasing number of viral fever cases in children showing symptoms of Covid and Dengue but testing negative, raising doubts whether this is a result of mutations in the viruses. hough this new virus or viruses have been showing prolonged illness than the usual seasonal viruses, doctors stressed that there is no reason to panic, and children should not be subjected to unnecessary tests unless the symptoms are unusual. octors are seeing children, especially in the age group of zero to five years, presenting symptoms of high-grade fever, fatigue, cough, cold and vomiting, but are testing negative even for some seasonal infections, like respiratory syncytial virus, H1N1 or chikungunya. r Niranjan Patil, Associate Vice-President, Scientific Business Head -- Infectious diseases, Metropolis Healthcare Ltd, said if a typical symptom like fever is persisting for more than three days or the timing is differing, or children from a particular area",The New Indian Express,https://www.newindianexpress.com/states/karnataka/2021/sep/23/mysterious-fever-among-children-in-karnataka-dont-panic-say-doctors-2362478.html,English ,38,2021
20.7502257,83.2499464,Bolangir Odisha,3538,25 July 2016,26-07-2016,"Bolangir villagers at wits’ end over ‘unknown illness’ in district Balangir, Odisha","Information communicated to DSU- Bolangir, SSU-Odisha",1,"People of several villages of Jamut panchayat under Gudvela block in this district are in a grip of panic after many children in the area were reportedly taken ill by a host of ‘unknown illnesses’. Gabharasa, a village located on the top of Sikerpat hill – at a height of 500 ft from sea level – is said to be the worst-affected. For example, a three-month-old son of Jagannath Deheria is suffering from a condition wherein his limbs are getting thinner by the day while his head and belly are increasing in size. The villagers are unable to figure out if the baby is suffering from malnutrition or some other disease. Anganwadi worker Basanti Deheria says the baby cannot be immunised in this condition. At least 25 persons, most of who are children, have been suffering from chronic ailments for the last couple of days, according to reports. Villagers of Thelkobhela – which is located at a higher altitude than Gabharasa – are no better off. These two villages lack basic amenities like drinking water, electricity, and road connectivity. Besides, no government official or health workers visit the villages citing inaccessibility. Healthcare facilities in these villages and a few others on the",Orissa Post,http://www.orissapost.com/bolangir-villagers-at-wits-end-over-unknown-illness/,English ,30,2016
28.8638424,78.8057783,Moradabad Uttar Pradesh,3572,11 August 2016,12-08-2016,"5 deaths due to mysterious fever in district Moradabad, Uttar Pradesh","Information communicated to DSU- Moradabad, SSU-Uttar Pradesh",1,,patrika.com,http://www.patrika.com/news/moradabad/children-are-dying-of-mysterious-fever-1370935/,Hindi ,32,2016
33.2761171,75.8169239,Kishtwar Jammu and Kashmir,3883,26 February 2017,27-02-2017,"An unknown disease claimed a youth in Marwah area of Kishtwar district, Jammu and Kashmir","Information communicated to DSU- Kishtwar, SSU-Jammu and Kashmir",1,"An unknown disease claimed a youth in Marwah area of Kishtwar district which lacks proper medicare facilities. Official sources said that a youth was rushed to PHC Marwah from remote Rinai village when he complained of abdomen pain. However, before any requisition was made for airlifting the youth reportedly breathed his last. At least ten patients with similar symptoms have been admitted in the health center for last twenty four hours, Sources said adding that the death of the youth has created panic among the villagers as the investigations to ascertain the disease were still on. ",Greater Kashmir,http://www.greaterkashmir.com/news/chenab-valley/story/242175.html,English ,8,2017
33.2778,75.3412,Kashmir,3923,19 March 2017,20-03-2017,Unknown viral infection’ grips thousands of children in Kashmir,Information communicated to SSU- Kashmir,1,"An “unknown” viral infection has gripped the Kashmir valley where thousands of children are being taken to hospitals. However, doctors have advised parents not to panic as the infection could be seasonal and would go away with simple medication.At the Kashmir’s lone tertiary care children hospital, GB G B Pant Children Hospital, the rush of viral-infected children has increased manifolds. “There is a huge rush of patients these days. For the past one week, the number of patients in the Out Patient Department has exceeded by 1,500 per day, while the rush in the Causality Department during night has gone up from 100 to 800,” said the Medical Superintendent of GB Pant hospital, Dr KK Pandita. Pandita said the infection would go as the weather would start improving. In every district, hospitals are flooded with children suffering from viral infection. Many parents have stopped sending children to schools. “I have three kids and all are suffering from viral infection. They are under medication and I have stopped them from going to school for the past three days,” said Altaf Hussain of Wagoora Baramulla in north Kashmir. After complaints of viral infection came from across Kashmir, the Directorate of Health Services Kashmir (DHSK) issued a public advisory asking people not to panic.",Tribune India,http://www.tribuneindia.com/news/jammu-kashmir/-unknown-viral-infection-grips-thousands-of-children/378987.html,English ,11,2017
20.5004008,86.4317062,Kendrapara Odisha,3926,20 March 2017,21-03-2017,"Unknown disease claims 13 cattle in one week in district Kendrapara, Odisha","Information communicated to DSU-Kendrapara, SSU- Odisha",1,"Outbreak of an unknown disease in agrarian areas of Odishas Kendrapara district has claimed 13 cattle over the past one week, a veterinary official said today. Unofficial reports however, put the toll at 50. The disease hit areas are mostly from Iswarpur and Dangmal gram panchayats close to the Bhitarkanika national park, the official said. The veterinary units are on the job to contain the cattle disease. A vaccination drive is underway and over 200 cattle have already been vaccinated. As per symptoms observed from dead cattle, it appeared that the cattle were affected by SARA (Sub-Acute Ruminal Acidosis) disease, said Chief District Veterinary Officer (CDVO), Chaitnya Kumar Sethy. ?The disease is yet to be diagnosed though it is suspected to be ?Sara? from the symptoms. Blood samples of infected cattle were sent for laboratory test. Mass",India Today,http://indiatoday.intoday.in/story/unknown-disease-claims-13-cattle-in-odisha-in-one-week/1/908157.html,English  ,12,2017
10.8219673,78.6830614,Tiruchirapalli Tamil Nadu,3972,09 April 2017,10-04-2017,"11-year-old boy dies of ‘mysterious’ fever in district Tiruchirapalli, Tamil Nadu","Information communicated to DSU-Tiruchirapalli, SSU-Tamil Nadu",1,"A A O Hn 11-year-old boy of Puthanatham died of ‘mysterious’ fever on Saturday. ccording to sources, the deceased Mohammed Min Shajudeen, studying in Class-VII in a private school, was down with severe fever for two days and was being treated at the Primary Health Centre in Puthanatham. His parents then took him to a private doctor. Seeing his deteriorating condition, the doctor referred him to a private hospital in Tiruchi, where he died within a few hours of admission. n information that several patients were affected with fever in Puthanatham, Deputy Director of Health, I. Ravindran, rushed to the PHC at Puthanatham on Sunday and held discussion with the doctors and paramedical staff members. e said that the serum of Shajudeen has been sent for examination to figure out the reasons for the death. As per the preliminary reports, he might have died of Japanese Encephalitis (brain fever).",The Hindu,http://www.thehindu.com/news/cities/Tiruchirapalli/11-year-old-boy-dies-of-mysterious-fever/article17898455.ece,English ,14,2017
26.1685055,94.8581982,Tuensang Nagaland,3974,09 April 2017,10-04-2017,"Panic in Nagaland village for unknown disease claims 3 child lives in district Tuensang, Nagaland","Information communicated to DSU-Tuensang, SSU-Nagaland",1,"A A Hn undiagnosed disease that killed three children in a span of a week at Chessore, a remote village under Tuensang district, prompting villagers to panic this may be the start of an outbreak as more children were reported to be affected with similar symptoms. ccording to a report received today the illness, with symptoms of vomiting, fever and diarrhea struck the children coinciding with the sudden change of weather, inhabitants of Chessore village which has around 580 families. The three children who succumbed to the undiagnosed disease include a four-year old male student studying at a mission school, while the other two, including a girl were below two-year old. Chessore town, which adjoins the village, has a Primary Health Centre (PHC) with two staff nurses, a vaccinator besides others. owever, without a qualified doctor and proper infrastructure, it would be impossible to detect the disease that is affecting the children. The outbreak of the disease last year (2016) at Chessore also coincided with the near epidemic from an unknown disease at Naga inhabited villages in Myanmar, which killed more than 30 children.",webindia123.com,http://news.webindia123.com/news/Articles/India/20170409/3089262.html,English ,14,2017
27.9126331,79.7465629,Shahjahanpur Uttar Pradesh,4237,09 August 2017,10-08-2017,"In one week, eight children die of ‘mysterious fever’ in district Shahjahanpur, Uttar Pradesh","Information communicated to DSU- Shahjahanpur, SSU- Uttar Pradesh",1,Eight children below seven years have died of a ,Times of India,http://timesofindia.indiatimes.com/city/bareilly/in-one-week-eight-children-die-of-mysterious-fever-in-shahjahanpur/articleshowprint/59992527.cms,English ,32,2017
26.2967719,73.0351433,Jodhpur Rajasthan,4683,14 June 2018,15-06-2018,Rajasthan: 900 birds dead in 4 days under mysterious circumstances,"Information communicated to DSU-Jodhpur, SSU-Rajasthan",1,"In a most curious series of affairs, almost a thousand birds of the same species have died in the last four days, about a 100 kilometres from here. Officials on Wednesday confirmed that an unknown disease is causing the deaths of Ring Dove birds in the Nosar village. The case came to light after locals noticed the dead bodies of hundreds of birds on their fields, reported The Hindustan Times. Astonished locals then reached out to the district administration which directed a team from the animal husbandry department to visit the village and probe the deaths on Tuesday. Joint Director of the Animal Husbandry department, Dr Dashrath Singh told the national daily that the dead birds have now been buried in the soil to curb the spread of any infections. Veterinarians who visited the village to examine the evidence termed 'food poisoning' as the cause of death based on a post-mortem examination. Samples have been sent to a laboratory in Jaipur in order to confirm the cause of death. Officials from the animal husbandry department also administered injections to a number of sick birds on Tuesday. However, more dead birds were discovered by locals",timesnownews.com,http://www.timesnownews.com/mirror-now/in-focus/article/rajasthan-900-birds-dead-four-days-jodhpur/240254,English ,24,2018
